otype;idckkp;name;desc;mdesc;gtype;wh;ph;kkp;wikidata;wikipedia;published;x_wgs84;y_wgs84;wkt_2180
P2.00;KP00856;Park Zdrojowy w Ciechocinku;Największy (19 ha) z czterech parków Ciechocinka utworzony w latach 1872–1875. Powstał z ogrodu spacerowego przy galerii spacerowej latach 1872–1875 według projektu Franciszka Tournelle'a w 1851r. Posiada interesujący starodrzew występują tu klony, dęby, świerki oraz rzadziej spotykane drzewa jak kłęk kanadyjski, miłorząb dwuklapowy czy tulipanowiec amerykański. W parku znajdziemy równierz pomnik przyrody – dąb szypułkowy o wysokości 22 metry i obwodzie 390 cm.;;area;no;yes;yes;Q11811560;pl:Park Zdrojowy w Ciechocinku;2024-10-14;18.79714863044605;52.88531829846185;Point (486354.62933980935486034 557773.96228360838722438)
K1.10;KP00903;Spichlerz holenderski w Bydgoszczy;Miieści wystawę stałą „Od Starego Rynku do placu Wolności. Spacer ulicami międzywojennej Bydgoszczy”.;f. Muzeum Okręgowe im. Leona Wyczółkowskiego w Bydgoszczy. Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne filie.;area;no;no;yes;Q9340250;pl:Spichrze w Bydgoszczy;2024-10-14;18.001602009972824;53.12292277307994;Point (433208.58616308443015441 584643.84627811936661601)
K1.10;KP00896;Spichlerz nad Brdą przy ul. Grodzkiej 9 w Bydgoszczy;Mieści wystawy stałe i czasowe Muzeum Okręgowego im. Leona Wyczółkowskiego w Bydgoszczy.;f. Muzeum Okręgowe im. Leona Wyczółkowskiego w Bydgoszczy. Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne filie.;area;no;no;yes;Q9340250;pl:Spichrze w Bydgoszczy;2024-10-14;18.00171550186842;53.12289320786705;Point (433216.13256775197805837 584640.45261737494729459)
K1.10;KP00897;Spichlerz nad Brdą przy ul. Grodzkiej 11 w Bydgoszczy;Mieści wystawy stałe i czasowe Muzeum Okręgowego im. Leona Wyczółkowskiego w Bydgoszczy.;f. Muzeum Okręgowe im. Leona Wyczółkowskiego w Bydgoszczy. Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne filie.;area;no;no;yes;Q9340250;pl:Spichrze w Bydgoszczy;2024-10-14;18.001840479000567;53.12285633748162;Point (433224.43598624458536506 584636.23588156898040324)
K1.20;PD00032;Zespół pałacowo-parkowy w Białymstoku;Jedna z najlepiej zachowanych rezydencji magnackich epoki saskiej na ziemiach dawnej Rzeczypospolitej w stylu późnobarokowym określany mianem „Wersalu Podlasia”, „Wersalu Północy”, a także „Polskim Wersalem”.;;area;no;no;yes;Q2376970;pl:Pałac Branickich w Białymstoku;2024-10-14;23.16421304371601;53.130145285893676;Point (778468.54800844471901655 593083.25726927863433957)
K1.10;MA00272;Kopalnia Soli w Bochni;Najstarsza kopalnia soli w Polsce. Eksploatację prowadzono pomiedzy rokiem 1251 do 1990 roku. Obiekt jest otwarty dla ruchu turystycznego i leczniczego.Dla turystyów są otwarte trzy główne trasy turystyczne: trasa turystyczna z ekspozycją multimedialną, trasa przyrodnicza oraz wyprawa w Stare Góry. Oprócz tras turyści mogą wybrać się w rejs łodzią po zalanej wodą komorze.;;area;yes;yes;yes;Q4936252;pl:Kopalnia soli Bochnia;2024-10-14;20.418075190009485;49.96994470764444;Point (601660.34390829538460821 234591.16423348090029322)
K1.40;LB00574;Kościół pw. Najświętszej Maryi Panny w Rokitnie;Sanktuarium maryjne Ziem Zachodnich. Pierwszą budowę nowego kościoła rozpoczęto z początkiem XVIII wieku, nie została jednak dokończona. W 1746 r. budowlę rozebrano i zaczęto wznosić obecną świątynię. Ukończono ją w 1762 r. Powstała budowla na planie prostokąta, trójnawowa, z prezbiterium od północy. Po stronie zachodniej do prezbiterium dobudowano zakrystię, po wschodniej kaplicę. Wejście flankują dwie kwadratowe wieże nakryte hełmami. W Kościele znajduje się Cudowny obraz NMP Rokitniańskiej.;;area;no;no;yes;Q9333644;pl:Bazylika Matki Bożej Rokitniańskiej w Rokitnie;2024-10-14;15.642063243880525;52.54918751208483;Point (272409.64991173782618716 525673.09702313598245382)
K1.10;SL00889;Muzeum Górnictwa Węglowego - Kopalnia Guido;Nieczynna kopalnia węgla kamiennego udostępniona do zwiedzania. Wchodzi w skład Muzeum Górnictwa Węglowego w Zabrzu jako Kompleks Kopalnia Guido. Kompleks to dwie sąsiadujące ze sobą lokalizacje w Zabrzu: przy ul. 3 Maja 93 (Kopalnia Guido) oraz przy ul. 3 Maja 93a (Hostel Guido).;;area;no;yes;yes;Q820499;pl:Kopalnia Guido;2024-10-14;18.791976611720933;50.28961152344046;Point (485185.7751740786479786 269180.61364888719981536)
K1.10;SL00753;Muzeum Górnictwa Węglowego - Sztolnia Królowa Luiza;Wchodzi w skład Muzeum Górnictwa Węglowego w Zabrzu jako Kompleks Sztolnia Królowa Luiza. Kompleks posiada trzy lokalizacje w Zabrzu: przy ul. Wolności 408-410 (łaźnia łańcuszkowa), ul. Maurycego Mochnackiego 12 (dawn. Sienkiewicza 43) oraz przy ul. Karola Miarki 8 (wylot Głównej Kluczowej Sztolni Dziedzicznej).;;area;no;yes;yes;Q86723358;pl:Sztolnia Królowa Luiza;2024-10-14;18.806844308285132;50.29627104985977;Point (486246.48581009783083573 269918.01322772528510541)
K1.10;MZ00522;Muzeum Mazowieckie w Płocku;"Muzeum powstało z połączenia zbiorów Towarzystwa Naukowego Płockiego i Szkoły Wojewódzkiej. Jest jednym z najstarszych istniejących tego typu placówek w Polsce. Obecnie posiada największą kolekcję sztuki secesyjnej w Polsce, a także stałą wystawę ""X wieków Płocka"".";;area;no;no;yes;Q11787063;pl:Muzeum Mazowieckie w Płocku;2024-10-14;19.690478207152488;52.543375055184256;Point (546811.29118791979271919 519953.50159335718490183)
K1.10;WP00843;Muzeum - Pałac w Rogalinie;Pałac w Rogalinie wybudował w latach 1770-1776 Kazimierz Raczyński pełniący urząd pisarza koronnego. Z jego inicjatywy powstało późnobarokowe założenie pałacowe w typie entre cour et jardin (pomiędzy dziedzińcem, a ogrodem), które przetrwało do dziś w pierwotnym kształcie. Galeria malarstwa mieszcząca się w budynku z 1910 roku zawiera zbiory gromadzone przez czterdzieści lat przez Edwarda Raczyńskiego.;o. Muzeum Narodowego w Poznaniu;area;no;yes;yes;Q16587087;pl:Pałac w Rogalinie;2024-10-14;16.929949812928758;52.23448207358373;Point (358683.70843299786793068 487400.11944085225695744)
K1.20;DS00485;Ostrów Piaskowy we Wrocławiu;Wyspa w obrębie historycznego wrocławskiego starego miasta. Znajduje się na niej kościoł Najświętszej Marii Panny, dawny gotycki kościół św. Anny, po 1810 r. przebudowany najpierw na szpital, obecnie stanowiący budynek mieszkalny, barokowa cerkiew prawosławna Świętych Cyryla i Metodego (do tego budynku przeniesiono w 1810r. kościół pod wezwaniem św. Anny) i kilka innych zabudowań, w tym młyn wodny Maria.;;area;no;no;yes;Q9380319;pl:Piasek (wyspa);2024-10-14;17.040351384246513;51.11457780015504;Point (362877.99894324474735186 362692.67998323054052889)
K1.10;PK00313;Ośrodek Edukacyjny wraz z Muzeum Magurskiego Parku Narodowego w Krempnej;Muzeum działające w ramach Ośrodka Edukacyjnego wraz z Muzeum Magurskiego Parku Narodowego, z siedzibą w Krempnej. Placówka została otwarta 3 czerwca 2005 roku. Na stałe ekspozycje muzeum składają się: sala z multimedialną projekcją, prezentującą faunę i florę Beskidu Niskiego, dioramy prezentujące poszczególne pory roku oraz wystawy korzeni drzew i poroży jeleni oraz saren.;;area;no;no;yes;Q16579948;pl:Muzeum Magurskiego Parku Narodowego w Krempnej;2024-10-14;21.49837223481927;49.51133096786216;Point (680796.10423786076717079 185653.34656943075242452)
K1.10;MA00685;Ośrodek Kultury Turystyki Górskiej PTTK na Turbaczu;Placówka muzealna Polskiego Towarzystwa Turystyczno-Krajoznawczego z ekspozycją poświęconą historii turystyki górskiej w Gorcach, położona pod szczytem Turbacza. Znajduje się w budynku schroniska.;;area;no;no;yes;Q16579942;pl:Gorczański Ośrodek Historii Turystyki Górskiej na Turbaczu;2024-10-14;20.11831932398054;49.54364119822632;Point (580877.67795459204353392 186846.23950345272896811)
K1.10;PK00701;Ośrodek Kultury Turystyki Górskiej PTTK w Ustrzykach Górnych;Placówka muzealna Polskiego Towarzystwa Turystyczno-Krajoznawczego z ekspozycją poświęconą historii turystyki górskiej na terenach Bieszczadów Zachodnich oraz Karpat Wschodnich.;;area;no;no;yes;Q16580209;pl:Bieszczadzki Ośrodek Historii Turystyki Górskiej „Zielony Domek” w Ustrzykach Górnych;2024-10-14;22.653156897195046;49.10852446666211;Point (766514.38543705467600375 144314.47984386593452655)
K1.10;MA00367;Ośrodek Kultury Turystyki Górskiej PTTK Zawoja-Markowa – wystawa stała przy dyrekcji Parku na Markowych Szczawinach;Placówka muzealna Polskiego Towarzystwa Turystyczno-Krajoznawczego z ekspozycją poświęconą historii turystyki górskiej w rejonie Babiej Góry. Oprócz pamiątek turystycznych istotną część zajmują zbiory biograficzne poświęcone Hugonowi Zapałowiczowi oraz Kazimierzowi Sosnowskiemu. W 2011 ekspozycję przeniesiono do budynku dawnej GOPR-ówki.;;area;no;no;yes;Q16580200;pl:Babiogórski Ośrodek Historii Turystyki Górskiej na Markowych Szczawinach;2024-10-14;19.517300544657054;49.587634757699135;Point (537378.2471940660616383 191263.67180485505377874)
K1.10;PM00905;Spichlerz Opacki w Gdańsku;Placówka muzealna mieszcząca się w zabytkowym Spichlerzu Opackim z początków XVIII wieku, poświęcona zbiorom etnograficznym Do najcenniejszych spośród 10 000 zgromadzonych eksponatów niewątpliwie należy kolekcja mebli ludowych oraz sztuki i rzemiosła, pochodząca głównie z Pomorza Gdańskiego: Kaszub, Kociewia, Żuław, Powiśla i Borów Tucholskich.;o. Muzeum Narodowego w Gdańsku W KKP wszyskie oddziały muzeum potraktowano jako jeden. W CKKP zostały rozdzielone na poszczególne obiekty.;area;no;no;yes;Q10968002;pl:Oddział Etnografii – Spichlerz Opacki;2024-10-14;18.559297037069356;54.41155795151081;Point (471406.48739645717432722 727593.28235030511859804)
K1.10;LB00891;Spichlerz w Gorzowie Wielkopolskim;Jest najstarszym i największym budynkiem gorzowskiego muzeum - powstał w 1723 r., można tu obejrzeć wystawy stałe takie jak: „Dzieje Gorzowa. Od pradziejów do współczesności”, „W kręgu Arsenału 1955” ukazująca polskie malarstwo współczesne sprzeciwiające się obowiązującemu wówczas socrealizmowi, między innymi: Barbary Jonscher, Rajmunda Ziemskiego, „Galeria malarstwa Jana Korcza” oraz wystawy czasowe.;o. Muzeum Lubuskie w Gorzowie Wielkopolskim. W KKP obiekt Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne oddziały.;area;no;no;yes;Q11787055;pl:Muzeum Lubuskie im. Jana Dekerta w Gorzowie Wielkopolskim;2024-10-14;15.240137978211298;52.72787880065095;Point (246215.39795861803577282 546877.1242165049770847)
K1.30;PM00718;Westerplatte;Uformowany w latach 1845–1847 półwysep (wcześniej wyspa) w Gdańsku, przy ujściu Martwej Wisły do Zatoki Gdańskiej. W latach 1926–1939 eksklawa Rzeczypospolitej Polskiej wewnątrz terytorium Wolnego Miasta Gdańska, symbol wybuchu II wojny światowej. W okresie międzywojennym na terenie Westerplatte funkcjonowała Wojskowa Składnica Tranzytowa, której obrona we wrześniu 1939 r. stała się symbolicznym początkiem II wojny światowej oraz polskiego oporu przeciw agresji III Rzeszy.;;area;no;yes;yes;Q517081;pl:Westerplatte;2024-10-14;18.671468690280534;54.40747376698802;Point (478682.21512911259196699 727099.25135692092590034)
K1.20;SL00667;Zabytkowa kopalnia rud srebronośnych i Skansen Maszyn Parowych w Tarnowskich Górach;Założona w 1784 r. królewska kopalnia rudy ołowiowo-srebrowej „Fryderyk”. Do zwiedzania jest udostępniona jest między innymi 600 metrowa Sztolnia Czarnego Pstrąga, najdłuższea w rejonie Tarnowskich Gór sztolnia odwadniająca. Znajduje się w niej najdłuższy w Polsce podziemny przepływ łodziami. Na terenie kopalni znajduje się również Skansen Maszyn Parowych, obejmujący 25 eksponatów nawiązujących do historii tarnogórskiego górnictwa.;;area;yes;no;yes;Q9385508;pl:Zabytkowa Kopalnia Srebra;2024-10-14;18.850194952553473;50.42591707407014;Point (489362.25247941445559263 284322.10880619660019875)
K1.20;MZ00222;Zagroda Kurpiowska w Kadzidle;Jedno z najmniejszych muzeów tego typu w Polsce. Zajmuje obszar 1,5 ha. Dla zwiedzających udostępniono teren, na którym znajdują się trzy chałupy, spichlerz podcieniowy, drewutnia, stodoła z terenu Kurpiowskiej Puszczy Zielonej z przełomu XIX i XX wieku.;f. Muzeum Okręgowego w Ostrołęce. W KKP obiekt funkcjonował pod nazwą Ośrodek kurpiowskiej kultury ludowej w Kadzidle. Ze względu na niematerialny charakter obiektu w CKKP oznaczono lokalizację i opis jako Zagroda Kurpiowska w Kadzidle.;area;no;no;yes;brak;brak;2024-10-14;21.465516415823615;53.22841713007166;Point (664523.41129063908010721 598746.79041852406226099)
K1.10;LB00892;Zagroda Młyńska w Gorzowie Wielkopolskim;Muzeum mieści się w budynku młyńskim z 1826 r. Można tutaj obejrzeć mieszkanie młynarza, narzędzia związane z przetwórstwem zboża i wypiekiem chleba, wystawy czasowe oraz oryginalne wyposażenie młyna.;o. Muzeum Lubuskie w Gorzowie Wielkopolskim. W KKP obiekt Muzeum było potraktowane jako jeden obiekt, w CKKP zostały wprowadzone poszczególne oddziały.;area;no;no;yes;Q11787055;pl:Muzeum Lubuskie im. Jana Dekerta w Gorzowie Wielkopolskim;2024-10-14;15.064990347967873;52.69728275419006;Point (234211.98290020923013799 544109.31695986760314554)
K1.30;MZ00106;Zamek książąt mazowieckich w Czersku;Gotycki zamek zbudowany na przełomie XIV i XV wieku, na planie nieregularnym, w pobliżu Góry Kalwarii. Do dzisiaj zachowane są w większości mury zamku oraz wszystkie trzy wieże.;;area;no;no;yes;Q9386588;pl:Zamek książąt mazowieckich w Czersku;2024-10-14;21.234001031111852;51.95802802640367;Point (653453.3842619227943942 456998.99524900713004172)
K1.10;WP00310;Zamek w Kórniku;Muzeum mieści się w dawnej rezydencja historycznych rodów Górków i Działyńskich. Oprócz muzeum znajduje się tu siedziba muzeum Biblioteki Kórnickiej PAN. Można w nim zobaczyć meble różnych stylów i epok, obrazy mistrzów polskich i europejskich, rzeźby, kolekcje numizmatyczne, militaria polskie i wschodnie, wyroby rzemiosła artystycznego z porcelany i srebra.;;area;no;yes;yes;Q524338;pl:Zamek w Kórniku;2024-10-14;17.090860597582456;52.24390183542683;Point (369695.16052779980236664 488145.75682537211105227)
P.3.00;MZ00453;Obszar Ochrony Ścisłej „Rybitew”;Obszar ochrony ścisłej o powierzchni 224,21 ha położony w północnej części Kampinoskiego Parku Narodowego.;Kampinoski Park Narodowy;area;no;no;yes;Q86686244;pl:Obszar ochrony ścisłej Rybitew;2024-10-14;20.571963446446173;52.380844714982715;Point (606962.43979505740571767 502818.86623987864004448)
P.3.00;MZ00454;Obszar Ochrony Ścisłej „Sieraków';Obszar ochrony ścisłej na terenie Kampinoskiego Parku Narodowego, wcześniej (1937–1959) mający status rezerwatu przyrody. Największy obszar chroniony w granicach tego parku narodowego o powierzchni 1204,91 ha, uznawany jest także za najbardziej wartościowy przyrodniczo.;Kampinoski Park Narodowy;area;no;no;yes;brak;pl:Obszar ochrony ścisłej Sieraków;2024-10-14;20.79953484279246;52.33390180067311;Point (622575.90474677132442594 497960.58788388653192669)
P.3.00;MZ00455;Obszar Ochrony Ścisłej „Zaborów Leśny”;Obszar ochrony ścisłej o powierzchni 90,60 ha położony w południowej części Kampinoskiego Parku Narodowego, utworzony w 1959 roku.;Kampinoski Park Narodowy;area;no;no;yes;Q86686276;pl:Obszar ochrony ścisłej Zaborów Leśny;2024-10-14;20.71852701982097;52.309568840887046;Point (617122.70090295688714832 495121.04818426177371293)
P.3.00;LU00450;Obszar Ochrony Ścisłej „Jarugi”;Leśny obszar ochrony ścisłej (biernej) w Roztoczańskim Parku Narodowym, położonym w województwie lubelskim, w powiecie zamojskim, w gminie Zwierzyniec, na północny wschód od Zwierzyńca. Zajmuje powierzchnię 353,67 ha.;Roztoczański Park Narodowy;area;no;no;yes;Q17611315;pl:Obszar ochrony ścisłej Jarugi;2024-10-14;23.03969831686982;50.64593148951097;Point (785483.98659364646300673 316556.41099791479064152)
K1.20;LB00487;Obwarowania miejskie w Ośnie Lubuskim;"Średniowieczne mury miejskie wzniesione w 1477 roku, w których umieszczono 12 baszt; mury otaczają miasto na długości 1350 metrów, są zbudowane z głazów narzutowych, nadbudowane i uzupełniane cegłami.";;area;no;no;yes;Q1005350;pl:Ośno Lubuskie;2024-10-14;14.869650188178278;52.454164378667926;Point (219474.41463748758542351 517832.43809158424846828)
K1.20;DS00486;Ostrów Tumski we Wrocławiu;Najstarsza, zabytkowa część Wrocławia, która powstała na ówczesnej wyspie na obszarze przepraw na Odrze w okolicy ujścia rzeki Oławy. ;;area;no;no;yes;Q2657474;pl:Ostrów Tumski we Wrocławiu;2024-11-17;17.046542838430014;51.11498580705744;Point (363312.40062629093881696 362726.51423382718348876)
K1.40;WP00549;Pocysterski kościół pw. św. Jana Chrzciela w Przemęcie;Barokowy kościół, którego początki sięgają XVII w. ;;area;no;no;yes;Q11746850;pl:Kościół św. Jana Chrzciciela w Przemęcie;2024-10-14;16.293169804306146;52.01012906574112;Point (314289.02811040193773806 463893.89871998457238078)
K1.40;DS00321;Pocysterski zespół klasztorny w Krzeszowie;Kompleks najwyższej światowej klasy zabytków, którego początki sięgają XIII wieku. Opactwo nazywane „europejską perłą baroku” przynależy do diecezji legnickiej, wcześniej zamieszkane przez benedyktynów i cystersów. ;;area;no;yes;yes;Q1457087;pl:Pocysterskie opactwo w Krzeszowie;2024-10-14;16.068765634833362;50.73258502517509;Point (293216.36035121843451634 322498.06013715040171519)
